جائیر	jair
انسٹی ٹیوٹ	institute
آف	of
ٹیکنالوجی	technology
بمبئی	bambai
آئی	i
آئی ٹی	it
بمبئی	bambai
گئے	gaye
وہ	wo
آئی آئی ٹی	iit
سے	se
پہلے	pehle
فارغ	farighut
التحصیل	tehsil
ہیں	hen
جو	jo
ایک	aik
بھارتی	bharti
ریاست	riyasat
کے	ke
ایم ایل اے	mla
تھے	the
</s>	</s>
فیفا	fifa
</s>	</s>
البتہ	albatta
شریعت	shariyat
کے	ke
خلاف	khilaf
کام	kaam
لینا	len
حرام	haram
ہے	he
</s>	</s>
بینکس	banks
ٹاؤن شپ	township
مشی گن	michigan
</s>	</s>
تمام	tamam
تہواروں	tehwaron
کی	ki
تقریبات	taqribat
چاردیواری	chardiwari
کے	ke
اندر	andar
کی	ki
جاتی	jaati
ہیں	hen
</s>	</s>
پلیٹنر	platner
</s>	</s>
اسٹیو	stew
میک	mack
کری	kri
</s>	</s>
قیام	qiyame
پاکستان	pakistan
سے	se
قبل	qabl
یہاں	yahan
پر	par
گنگ	gung
قوم	qaum
آباد	aabad
تھی	thi
اور	aur
یہ	ye
علاقہ	ilaqa
چونکہ	chunke
باقی	baqi
علاقے	ilaqe
سے	se
نچلی	nichli
سطح	satah
پر	par
واقع	waqe
تھا	tha
اس	is
لیے	liye
یہاں	yahan
پر	par
آباد	aabad
گنگ	gung
قوم	qaum
کے	ke
افراد	afrad
کو	ko
تلہ	talla
گنگ	gung
کے	ke
باعث	bais
شناخت	shanakht
کیا	kiya
جاتا	jata
تھا	tha
</s>	</s>
ہائی وے	highway
نمبر	number
12	12
سٹین	stain
بیچ	beach
سے	se
آگے	aage
جنوب	junub
کی	ki
طرف	taraf
یک	yak
رویہ	rawayya
ہو	ho
جاتی	jati
ہے	he
اور	aur
امریکی	americi
سرحد	sarhad
کو	ko
جاتی	jati
ہے	he
</s>	</s>
دشمن	dushman
اہلبیت	ehliyat
کی	ki
ہوشیاری	hoshiyari
کا	ka
یہ	ye
نمونہ	namuna
ہے	he
کہ	ke
قاموس	qamoos
لغت	lughat
کی	ki
کتاب	kitab
ہے	he
اس	is
کا	ka
مذہبی	mazhabi
چھیڑ	ched
چھاڑ	chad
سے	se
کوئی	koi
تعلق	talluq
نہیں	nahi
</s>	</s>
گروہی	grohi
جماع	jimaa
سے	se
مراد	murad
ایک	aik
ایسا	aisa
جنسی	jinsi
عمل	amal
ہے	he
جس	jis
میں	main
ایک	aik
وقت	waqt
میں	main
دو	do
سے	se
زیادہ	ziyada
افراد	afrad
شریک	sharik
ہوں	hon
</s>	</s>
اینڈرسن	anderson
کاؤنٹی	county
جنوبی	junubi
کیرولائنا	carolina
</s>	</s>
آخر	aakhir
میں	main
اس	us
نے	ne
زرنگ	zarang
عربوں	arbon
کے	ke
حوالے	hawale
کرکے	karke
صلح	sulah
کرلی	karli
</s>	</s>
کینیڈا	canada
میں	main
خزندوں	khazindon
کی	ki
کل	kul
43	43
اقسام	aqsam
پائی	pai
جاتی	jati
ہیں	hen
جن	jin
میں	main
کچھوے	kachwe
چھپکلیاں	chipkaliyan
اور	aur
سانپ	sanp
شامل	shamil
ہیں	hen
</s>	</s>
مسلمانوں	musalmanon
کے	ke
علاوہ	alawa
غیر	gher
مسلم	muslim
خواتین	khawatin
میں	main
بھی	bhi
اس	is
کے	ke
استعمال	istemal
کا	ka
رواج	riwaj
ہے	he
</s>	</s>
تعلیمی	talimi
اداروں	idaron
سے	se
ہر	har
طرح	tarah
کے	ke
مذہبی	mazhabi
علاقائی	alaqai
لسانی	lisani
طبقاتی	tabqati
اور	aur
فرقہ	firqa
وارانہ	warana
تعصبات	taassubat
اور	aur
نفرتوں	nafraton
کو	ko
تعلیمی	taalimi
نصاب	nisab
اور	aur
تعلیمی	talimi
اداروں	idaron
سے	se
خارج	kharij
کیا	kiya
گیا	gaya
ہے	he
</s>	</s>
آپ	aap
نے	ne
اہل	ehle
تشیع	tashayyo
عوام	awam
کو	ko
توحید	tauhid
کی	ki
طرف	taraf
راغب	raghib
کرنے	karne
کیلے	keliye
توحید	tauhid
عبادت	ibadat
یا	ya
یکتا	yakta
پرستی	parasti
نامی	nami
کتاب	kitab
لکھی	likhi
</s>	</s>
گبر	gabbar
سنگھ	singh
2012ء	2012ad
میں	main
جاری	jari
ہونے	hone
والی	wali
تیلگو	telgu
زبان	zaban
کی	ki
ہنگامہ	hangama
خیز	khez
فلم	film
ہے	he
</s>	</s>
مگر	magar
جلد	jald
ہی	hi
اس	is
سر	sar
زمین	zamin
پر	par
کشانوں	kishano
کے	ke
قبضہ	qabze
میں	main
آگئی	aagai
</s>	</s>
بقیہ	baqiya
سڑکوں	sadkon
کی	ki
دیکھ	dekh
بھال	bhal
مقامی	maqami
طور	taur
پر	par
کی	ki
جاتی	jati
ہے	he
</s>	</s>
زمانے	zamane
کے	ke
بڑے	bade
بڑے	bade
علما	ulama
و	o
امرا	umara
آپ	aap
کے	ke
معتقد	motaqid
تھے	the
جنہیں	jinhe
آپ	aap
توجہات	tawajjohate
قدسیہ	qudsiya
سے	se
نوازتے	nawazte
اور	aur
ان	un
کی	ki
روحانی	ruhani
تربیت	tarbiyat
فرماتے	farmate
تھے	the
</s>	</s>
635ء	635ad
میں	main
دوبارہ	dobara
ایک	aik
دم	dam
دار	dar
سیارے	sayyare
کے	ke
دیکھے	dekhe
جانے	jane
کا	ka
معلوم	maalum
ہوتا	hota
ہے	he
</s>	</s>
دی	the
ہندو	hindu
چنائی	channai
بھارت	bharat
</s>	</s>
ویرونا	verona
الینوائے	alenoye
</s>	</s>
درمیانے	darmiyani
طبقے	tabqe
کی	ki
بڑھتی	badhti
ہوئی	huyi
تعداد	taadad
کے	ke
باعث	bais
کئی	kai
نئی	nai
بلند	buland
و	o
بالا	baala
عمارات	imaraat
و	o
رہائشی	rihaishi
منصوبے	mansube
شہر	sheher
اور	aur
گرد	gird
و	o
نواح	nawah
میں	main
تعمیر	taamir
کیے	kiye
گئے	gaye
ہیں	hen
</s>	</s>
بمبئی	bambai
سے	se
ہوتے	hote
ہوئے	huye
25	25
جولائی	july
1908ء	1908ad
کی	ki
رات	raat
دہلی	dehli
پہنچے	pahunche
</s>	</s>
سفید	safed
فونیو	phoniyo
ڈیجیٹاریا	digitariya
عیکزلس	ekzils
کو	ko
بھوکے	bhuke
کا	ka
چاول	chawal
بھی	bhi
کہا	kaha
جاتا	jata
ہے	he
</s>	</s>
طفرہ	tufra
اگر	agar
تولیدی	taulidi
خلیات	khaliyaat
میں	main
پیدا	paida
ہو	ho
تو	to
اولاد	aulad
میں	main
منتقل	muntaqil
ہوجاتا	hojata
ہے	he
اور	aur
اگر	agar
جسمانی	jismani
خلیات	khaliyaat
میں	main
ہو	ho
تو	to
اگلی	agli
نسل	nasl
میں	main
منتقل	muntaqil
نہیں	nahi
ہوتا	hota
بعض	baaz
نباتات	nabataat
اس	is
سے	se
مستشنی	mustasna
ہیں	hen
</s>	</s>
تقریباً	taqriban
تمام	tamam
واقعات	waqiaat
میں	main
ایک	aik
منطقی	mantiqi
ربط	rabt
پایا	paya
جاتا	jata
ہے	he
</s>	</s>
مصر	misr
میں	main
مقامی	maqami
مملوک	mamluk
سردار	sardar
بے	be
لگام	lagam
ہو	ho
چکے	chuke
تھے	the
اور	aur
عرب	arab
میں	main
نجد	najd
کے	ke
سعودی	saudi
خاندان	khandan
کو	ko
عروج	urooj
حاصل	hasil
ہوا	hua
اور	aur
سعودی	saudi
افواج	afwaj
نے	ne
حجاز	hijaz
پر	par
قبضہ	qabza
کرکے	karke
عراق	iraq
اور	aur
شام	sham
تک	tak
چھاپے	chape
مارنے	marne
شروع	shuru
کردیے	kardiye
تھے	the
</s>	</s>
ابن	ibne
انشا	insha
15	15
جون	june
1927	1927
تا	ta
11	11
جنوری	january
1978ء	1978ad
اردو	urdu
کی	ki
آخری	aakhri
کتاب	kitab
چلتے	chalte
ہو	ho
تو	to
چین	cheen
کو	ko
چلیے	chaliye
دنیا	dunya
گول	gol
ہے	he
بلو	billu
کا	ka
بستہ	basta
ابن	ibne
بطوطہ	batuta
کے	ke
تعاقب	ta'aqub
میں	main
</s>	</s>
تکمیل الایمان	takmilul iman
فارسی	farsi
</s>	</s>
عیسا	eisa
خیل	khalil
نیازیوں	niyaziyon
کا	ka
سب	sab
سے	se
بڑا	bada
قبیلہ	qabila
ہے	he
اس	is
قبیلے	qabile
نے	ne
تمام	tamam
نیازیوں	niyaziyon
کی	ki
نمایندگی	numaindagi
کرتے	karte
ہووے	huye
نادر	nadir
شاہ	shah
کے	ke
ساتھ	sath
مل	mil
کر	kar
جنگ	jang
کی	ki
اور	aur
نواب	nawab
کا	ka
خطاب	khitab
پایا	paya
</s>	</s>
ٹورنٹو	torento
کے	ke
پاس	paas
موجود	maujud
ہونے	hone
کی	ki
وجہ	waja
سے	se
مارکھم	markham
کا	ka
موسم	mausam
ٹورنٹو	torento
جیسا	jaisa
ہی	hi
ہوتا	hota
ہے	he
</s>	</s>
ان	un
کی	ki
تاریخ	tarikh
پیدائش	paidaish
معلوم	maalum
نہیں	nahi
ہے	he
کیونکہ	kyunke
اس	is
دوران	dauran
عرب	arab
میں	main
تاریخ	tarikh
پیدائش	paidaish
لکھنے	likhne
اور	aur
محفوظ	mahfuz
کرنے	karne
کا	ka
رواج	riwaj
نہیں	nahi
تھا	tha
</s>	</s>
درآمدات	daraamdat
گھٹانے	ghatane
کے	ke
لیے	liye
صنعتیں	sanaten
قائم	qaim
ہوئیں	huyin
اور	aur
زرعی	zaree
شعبے	shobe
میں	main
ترقی	taraqqi
کو	ko
ترجیح	tarjig
دی	di
گئی	gayi
</s>	</s>
اختلاج	ikhtilaje
قلب	qalb
کی	ki
وجہ	wajah
سے	se
مستعفی	mustafi
ہونا	hona
پڑا	pada
</s>	</s>
جن	jin
کا	ka
اوپر	upar
والا	wala
حصہ	hissa
چپٹا	chapta
ہے	he
اور	aur
نیچے	niche
والا	wala
حصہ	hissa
دھار	dhar
والا	wala
ہے	he
</s>	</s>
1256ء	1256ad
میں	main
تاتاری	tatari
حکمران	hukmaran
ہلاکو	halaku
خان	khan
نے	ne
خوارزم	khawarzim
کی	ki
فتوحات	futuhaat
کے	ke
دوران	dauran
قلعہ	qila
الموت	almaut
پر	par
بھی	bhi
لشکر	lashkar
کشی	kushi
کی	ki
اور	aur
رکن الدین	ruknud deen
خورشاہ	khorshah
اسماعیلی	ismaili
پیشوا	paishwa
کو	ko
قتل	qatl
کروا	karwa
دیا	diya
جس	jis
سے	se
اسماعیلی	ismaili
تبلیغ	tabligh
کی	ki
سرگرمیاں	sargarmiyan
ختم	khatm
ہوگئیں	hogayin
جبکہ	jabke
1258ء	1258ad
میں	main
خلافت	khilafate
عباسیہ	abbasiya
تاتاریوں	tatariyon
کے	ke
ہاتھوں	hathon
ختم	khatm
ہوئی	huyi
</s>	</s>
آباؤ	abao
اجداد	ajdad
کی	ki
پرستش	parastish
</s>	</s>
امام	imam
الحافظ	alhafiz
عبد اللہ	abdullah
بن	bin
احمد	ahmad
بن	bin
حنبل	hambal
پیدائش	paidaish
ستمبر	september
828ء	828ad
وفات	wafat
22	22
مئی	may
903ء	903ad
)	)
محدث	muhaddis
اور	aur
امام	imam
احمد	ahmad
بن	bin
حنبل	hambal
کے	ke
فرزند	farzand
تھے	the
</s>	</s>
انھیں	unhe
1920	1920
میں	main
کیمسٹری	chemestri
دا	da
نوبیل	noble
انعام	inaam
دیا	diya
گیا	gaya
</s>	</s>
1922ء	1922ad
میں	main
حکومت	hukumat
کی	ki
طرف	taraf
سے	se
سر	sir
کا	ka
خطاب	khitab
ملا	mila
</s>	</s>
آپ	aap
نے	e
علوم	uloome
دین	deen
فلسفیانہ	falsafiyana
پیرائے	peraye
میں	main
پیش	paish
کیے	kiye
</s>	</s>
عاصم	aasim
بن	bin
لقیط	laqeet
بن	bin
صبرہ	sabra
لقلیط	laqeet
بن	bin
صبرہ	sabra
فرماتے	farmate
ہیں	hen
کہ	ke
میں	main
بنی	bani
منتفق	muntafiq
کی	ki
طرف	taraf
سے	se
یا	ya
بنی	bani
منتفق	muntafiq
کے	ke
وفد	wafd
میں	mian
حضور	huzur
اکرمصلی اللہ	akram sallallahu
علیہ	alyhi
و	wa
آلہ	alihi
وسلم	wasallam
کے	ke
پاس	pas
آیا	aya
تھا	tha
پھر	phir
پوری	puri
حدیث	hadis
بیان	bayan
کی	ki
</s>	</s>
سندھ	sindh
صوبائی	subai
اسمبلی	assembly
</s>	</s>
1586 ء	1586ad
میں	main
مغلوں	mughalon
کے	ke
ہاتھوں	hathon
چک	chak
سلطنت	saltanat
کا	ka
خاتمہ	khatma
ہو	ho
گیا	gay
</s>	</s>
وہ	wo
بولا	bola
اچھا	achcha
تو	to
زفرکے	zafar ke
متعلق	mutaalliq
فرمائیے	farmaiyye
</s>	</s>
اس	is
علاقے	ilaqe
میں	main
زلزلے	zalzale
بھی	bhi
آتے	aate
رہتے	rehte
ہیں	hen
</s>	</s>
جنگ	jange
بدر	badr
حق	haq
و	o
باطل	batil
کے	ke
درمیان	darmiyan
میں	main
فیصلہ	faisla
کن	kun
معرکہ	marika
تھا	tha
اس	is
کی	ki
اہمیت	ahmiyat
و	o
اثرات	asraat
کا	ka
اندازہ	andaza
مندرجہ	mundarja
ذیل	zel
امور	umoor
سے	se
ہو	ho
سکتا	sakta
ہے	he
</s>	</s>
کلی	kali
میں	main
سب	sab
سے	se
زیادہ	ziyada
تعمیراتی	taamirati
باقیات	baqiyaat
ملی	mili
ہیں	hen
</s>	</s>
یو	yo
یو	yo
ہنی	hani
سنگھ	singh
ایک	aik
ہندوستانی	hindostani
گلوکار	gulukar
ہے	he
</s>	</s>
جو	jo
اردو	urdu
غزل	ghazal
کا	ka
طرہ	turrae
امتیاز	imtiyaz
رہا	raha
ہے	he
</s>	</s>
اس	is
ڈرامے	drame
میں	main
سبھی	sabhi
کردار	kirdar
عام	aam
گوشت	gosht
پوست	pots
کے	ke
انسان	insan
ہیں	hen
</s>	</s>
2013ء	2013ad
کے	ke
عام	aam
انتخابات	intikhabat
میں	main
وہ	wo
حلقہ	halqa
این اے	na
</s>	</s>
اس	is
جنگل	jangal
کی	ki
بدولت	badolat
چیچہ	checha
وطنی	watani
کی	ki
آب	aab
و	o
ھوا	hawa
بہت	bahut
ہی	hi
شاندار	shandar
ہے	he
</s>	</s>
وہ	wo
ادیب	adeeb
اور	aur
ناول	novel
نگار	nigar
بھی	bhi
ہیں	hen
</s>	</s>
فہرست	fehrist
یوراگوئے	yoragoye
کے	ke
دریا	darya
</s>	</s>
کپتان	kaptan
واحد	wahid
بخش	bakhash
سیال	sayyal
کی	ki
کتب	kutub
</s>	</s>
شاکر	shakir
مہروی	mahrawi
کے	ke
ڈوہڑہ	dohda
</s>	</s>
عبد الجبار	abdul jabbar
پیدائش:یکم	paidaish: yakum
مارچ	march
1983	1983
راولپنڈی	rawalpindi
پاکستان	pakistan
کینیڈا	canada
کے	ke
کرکٹ	cricket
کھلاڑی	khiladi
ہیں	hen
</s>	</s>
لانڈی	landi
کوتل	kotal
ریلوے	railway
اسٹیشن	station
پاکستان	pakistan
میں	main
واقع	waqe
ہے	he
</s>	</s>
پچھلے	pichle
50	50
سالوں	salon
میں	main
سونے	sone
کی	ki
قیمت	qeemat
33	33
گنا	guna
بڑھ	badh
چکی	chuki
ہے	he
جبکہ	jabke
اس	is
دوران	dauran
اسٹاک	stock
شیئر	share
میں	main
اضافہ	izafa
صرف	sirf
21	21
گنا	guna
ہوا	hua
</s>	</s>
اس	is
کے	ke
وہ	wo
اپنی	apni
ماں	maan
کی	ki
بھر	bhar
پور	pur
نفرت	nafrat
کے	ke
باوجود	bawujud
وہ	wo
بڑے	bade
چچا	chacha
سے	se
محبت	mohabbat
رکھتی	rakhti
ہے	he
</s>	</s>
بنیاد	bunyadi
گزار	guzar
صدر	sadre
شعبہ	shoba
اردو	urdu
</s>	</s>
کچھ	kuch
عددی	adadi
نظاموں	nizamon
میں	main
3011	3011
سے	se
بڑا	bada
یا	ya
زیادہ	ziyada
اور	aur
3013	3013
سے	se
چھوٹا	chota
یا	ya
کم	kam
ہوتا	hota
ہے	he
</s>	</s>
ان	in
میں	main
سے	se
ایک	aik
پطرس	patras
بھی	bhi
تھا	tha
</s>	</s>
پوتے	pote
کا	ka
پڑپوتا	padpota
امام	imam
محمد	mohammad
نفس الزکیہ	nafsuz zakiyyah
</s>	</s>
اس	is
میں	main
مختلف	mukhtalif
مضامین	mazamin
ہیں	hen
لیکن	laikin
زیادہ	ziyada
خراج	khiraj
کے	ke
مسائل	masail
ہیں	hen
</s>	</s>
یہ	ye
خارجیوں	kharjiyon
کا	ka
واحد	wahid
اظہار	izhar
ہے	he
ج واب	jo ab
بھ	bhi
باقی	baqi
ہے	he
جن	jin
کی	ki
وجہ	wajah
سے	se
اسلام	islam
میں	main
اولین	awwalin
فرقہ	firqa
پیدا	paida
ہوا	hua
</s>	</s>
اخیر	akheer
عمر	umr
میں	main
ناک	nak
میں	main
ایک	aik
زخم	zakhm
ہو	ho
گیا	gaya
</s>	</s>
یہ	ye
ایک	ek
نامکمل	naamukammal
مضمون	mazmoon
ہے	hai
</s>	</s>
بربینک	barbank
جنوبی	junubi
ڈکوٹا	dikota
</s>	</s>
سکینه	sakina
بنت الحسین	bintul husain
بن	bin
علی	ali
والطرة	watturra
السکینة	assakina
منسوبة	mansuba
الیھا	ilyha
</s>	</s>
انھوں	unho
نے	ne
لاہور	lahor
کے	ke
ایچی	aichi
سن	san
کالج	college
سے	se
تعلیم	taalim
حاصل	hasil
کی	ki
</s>	</s>
گنتی	ginti
میں	main
اسے	us
تین	teen
ہزار	hazar
چار	char
سو	so
اکسٹھ	iksath
یا	ya
چونتیس	chauntees
سو	so
اکسٹھ	iksath
بولا	bola
جاتا	jata
ہے	he
</s>	</s>
اپریل	april
اور	aur
مئی	may
کے	ke
مہینوں	mahino
میں	main
افریقا	africa
کے	ke
مشرقی	mashriqi
ساحلوں	sahilon
کے	ke
قریب	qarib
خط	khatte
استوا	istiwa
کے	ke
آس	aas
پاس	pas
بحر	bahre
ہند	hind
کے	ke
اوپر	oupar
گرمی	garmi
کی	ki
وجہ	wajah
سے	se
بخارات	bukharat
بننے	banne
کا	ka
عمل	amal
ہوتا	hota
ہے	he
یہ	ye
بخارات	bukharat
بادلوں	badalon
کی	ki
شکل	shakl
اختیار	ikhtiyar
کر	kar
لیتے	lete
ہیں	hen
</s>	</s>
فلکیاتی	falakyati
اکائی	ikai
</s>	</s>
بالی	bali
</s>	</s>
کہانی	kahani
آغا	aagha
حسین	husain
نادر	nadir
نے	ne
لکھی	likhi
تھی	thi
اور	aur
موسیقی	mosiqi
نذیر	nazir
علی	ali
کی	ki
تھی	thi
</s>	</s>
1928ء	1928ad
کا	ka
برس	baras
ہیمنگوئے	hemangoye
کے	ke
لیے	liye
بڑا	bada
دکھ	dukh
بھرا	bhara
تھا	tha
کیونکہ	kyunke
اسی	isi
برس	baras
اس	us
کے	ke
والد	walid
ذیابیطس	ziyabeetas
کا	ka
مریض	mariz
اور	aur
معاشی	ma'ashi
مشکلات	mushkilaat
کا	ka
شکار	shikar
تھا	tha
</s>	</s>
اسی	isi
غضب	ghazab
میں	main
تھے	the
کہ	ke
ہدہد	hudhud
حاضر	hazir
ہو	ho
گیا	gaya
اور	aur
حضرت	hazrat
سلیمان	sulayman
کے	ke
سوال	sawal
پر	par
کہنے	kehne
لگا	laga
کہ	ke
میں	main
ایک	aik
یقینی	yaqeeni
خبر	khabar
لایا	laya
ہوں	hun
جسے	jise
آپ	aap
نہیں	nahi
جانتے	jante
</s>	</s>
انوار	anware
خمسہ	khamsa
</s>	</s>
؛	;
روبرٹسن	robertson
ایڈمنڈ	admind
ایف	f
پیٹرو	pitro
مینگولی	mengoli
مک	mik
ٹیوٹر	tuture
ہسٹری	history
آف	of
میتھ میٹکس	mathematics
آرکائیو	arkaiwo
یونیورسٹی	university
آف	of
سینٹ	sant
اینڈریوز	andriuz
</s>	</s>
اگست	august
سن	san
دو	do
ہزار	hazar
چھ	che
میں	main
مری	mere
علاقے	ilaqe
میں	main
نواب	nawab
اکبر	akbar
بگٹی	bagti
کی	ki
ہلاکت	halakat
کے	ke
وقت	waqt
بھی	bhi
اس	us
غار	ghar
میں	main
بالاچ	balach
مری	mari
ان	un
کے	ke
ساتھ	sath
موجود	maujud
تھے	the
</s>	</s>
1005ھ	1005hijri
میں	main
گوپامو	gopamo
ضلع	zila
ہردوئی	hardoi
میں	mian
پیدا	paida
ہوئے	huye
ان	un
کے	ke
والد	walid
شیخ	shaikh
عیسیٰ	eisa
محدث	muhaddis
فقیہ	faqih
اور	aur
صوفی	sufi
تھے	the
انہوں	unho
نے	ne
پہلے	pehle
اپنے	apne
والد	walid
اور	aur
پھر	phir
اپنے	apne
نانا	nana
شیخ	shaikh
جعفر	jaafar
بندگی	bandigi
انبیٹھوی	ambethwi
سے	se
تعلیم	taalim
پائیشاہجہاں	pai shahjahan
کے	ke
زمانے	zamane
میں	main
دہلیآئے	dehli aye
اور	aur
شہزادہدارا	shehzada dara
شکوہمعلم	shikoh ke muallim
مقرر	muqarrar
ہوئے	huye
اورنگزیب	aurangzeb
کے	ke
ابتدائی	ibtidai
زمانے	zamane
میں	main
گوپامو	gopamo
چلے	chale
گئے	gaye
اور	aur
گوشہ	gosha
نشین	nashin
ہو	ho
گئے1077ھ	gaye 1077hijri
میں	main
دوبارہ	dobara
دہلی	dehli
بلائے	bulaye
گئے	gaye
اورمؤلفین	aur muallifine
فتاویٰ	fatawa
میں	main
شامل	shamil
ہوئے	huye
78سال	78 saal
کی	ki
عمر	umr
پائی	pai
1082ھ	1082hijri
میں	main
وفات	wafat
پائی	pai
اور	aur
گوپامو	gopamo
میں	main
مدفون	madfoon
ہوئے	huye
</s>	</s>
کچھ	kuch
دن	din
تک	tak
تو	to
شیخ	shaikh
نور	noor
محمد	mohammad
کو	ko
پس	pas
و	o
پیش	paish
رہا	raha
مگر	magar
جب	jab
دوسری	dusri
طرف	taraf
سے	se
اصرار	israr
بڑھتا	badhta
چلا	chala
گیا	gaya
تو	to
اقبال	iqbal
کو	ko
میر	meer
حسن	hasan
کے	ke
سپرد	supurd
کر	kar
دیا	diya
</s>	</s>
عربی	arabi
میں	main
نماز	namaz
کے	ke
لیے	liye
استعمال	istemal
کپڑے	kapde
یا	ya
قالین	qaleen
کے	ke
ٹکڑے	tukde
کو	ko
سجادة	sajjada
صلاة	salat
یا	ya
عمومی	umumi
طور	taur
پر	par
صرف	sirf
سجادة	sajjada
کہا	kaha
جاتا	jata
ہے	he
</s>	</s>
خوبی	khubi
میں	main
گل	gule
رخاں	rukhan
سوں	soon
ممتاز	mumtaz
ہے	he
سراپا	sarapa
</s>	</s>
جلال الدین	jalalud deen
اکبر	akbar
کے	ke
عہدِ	ehde
حکومت	hukumat
میں	main
بہرام	bohram
آگرہ	agra
میں	main
مقیم	muqeem
تھے	the
</s>	</s>
طبی	tibbi
معائنے	muayine
میں	main
کسی	kisi
قسم	qism
کے	ke
نشانات	nishanat
نہیں	nahi
حاصل	hasil
ہوئے	huye
نہ	na
آبروزیزی	abrurezi
کی	ki
تصدیق	tasdiq
ہوئی	huyi
</s>	</s>
اس	us
نے	ne
جب	jab
کیھتولک	catholic
نظریے	nazarye
کے	ke
مطابق	mutabiq
اس	is
بات	bat
کا	ka
اظہار	izhar
کیا	kiya
کہ	ke
خود	khud
کشی	kushi
کرنے	karne
والے	wale
جنہم	jahannum
میں	me
جائیں	jayen
گے	ge
تو	to
وہاں	wahan
نزاعی	nizai
صورت	soorate
حال	haal
پیدا	paida
ہو	ho
گئی	gayi
</s>	</s>
آپ	aap
کے	ke
والد	walid
کا	ka
اسم	isme
مبارک	mubarak
زکریا	zakariya
بن	bin
عبد الواہاب	abdul wahhab
اور	aur
والدہ	walida
کا	ka
نام	naam
بی بی	bibi
زلیخا	zulaikha
ہے	he
</s>	</s>
ماخذ	maakhaz
</s>	</s>
گارڈین	garden
کے	ke
کم	kim
وائلر	wilar
کے	ke
مطابق	mutabiq
اس	is
احتجاج	ehtijaj
نے	ne
اٹلی	italy
میں	main
حکومت	hukumat
حمایتی	himayati
تحریک	tehrik
کی	ki
حوصلہ	hosla
افزائی	afzai
کی	ki
اخبار	akhbar
نے	ne
ایک	aik
اطالوی	atalwi
آرگنائزر	organizer
کا	ka
حوالہ	hawala
دیتے	dete
ہوئے	huye
کہا	kaha
کہ	ke
ہم	ham
فرانسیسی	francici
گیت	geet
جیوسس	jeosis
سے	se
متاثر	mutaassir
ہوئے	huye
ہیں	hen
[…]	[...]
تاہم	taham
ہم	ham
فرانس	france
کے	ke
برعکس	baraks
ہماری	hamari
حکومت	hukumat
کی	ki
حمایت	himayat
کرتے	karte
ہیں	hen
ہم	ham
یورپ	europ
کے	ke
خلاف	khilaf
احتجاج	ehtijaj
کرتے	karte
ہیں	hen
ہم	ham
چاہتے	chahte
ہیں	hen
کہ	ke
یورپ	europ
اب	ab
اطالوی	atalwi
سیاست	siysat
میں	main
مداخلت	mudakhlat
نہ	na
کرے	kare
</s>	</s>
بندگی(ترجمه	bandigi(tarjuma
کتاب	kitab
عبودیت	uboodiyat
مصنفه	musannifa
ابن	ibne
تیمیه	taymiya
</s>	</s>
اس	is
میں	main
نور	noor
جہاں	jahan
اور	aur
پران	puran
کی	ki
اداکارانہ	adakarana
صلاحیتیں	salahiyaten
کھل	khul
کر	kar
سامنے	samne
آئیں	ayin
</s>	</s>
محمد	mohammad
میاں	miyan
سومرو	somru
</s>	</s>
حیاتیات	hayatyat
داں	dan
زندگی	zindagi
کی	ki
مختلف	mukhtalif
اقسام	aqsam
کے	ke
بارے	bare
میں	main
معلومات	maalumat
</s>	</s>
ہم	ham
تم	tum
سے	se
حدیث	hadis
فقہ	fiqa
تفسیر	tafseer
اور	aur
تصوف	tasawwuf
کا	ka
امتحان	imtihan
لیں	len
گے	ke
اگر	agar
تم	tum
اس	is
میں	main
پاس	pas
ہو	ho
گئے	gaye
تو	to
پھر	phir
تم	tum
یہاں	yahan
رہ	reh
سکتے	sakte
ہو	ho
</s>	</s>
کالعدم	kaladam
تنظیم	tanzim
بلوچ	baloch
لبریشن	liberation
آرمی	army
کے	ke
سرگرم	sargarm
رکن	rukn
</s>	</s>
ایئروے	airway
بل	bill
جہاز	jahaz
پر	par
سامان	saman
لادنے	ladne
کی	ki
ایک	aik
رسید	raseed
جو	jo
کسی	kisi
مخصوص	makhsus
مقام	maqam
تک	tak
سامان	saman
لیجانے	lejane
والی	wali
ملکی	mulki
اور	aur
بین	bain
الاقوامی	alaqwami
دونوں	dono
طرح	tarah
کی	ki
فلائٹس	flights
کے	ke
لیے	liye
کوریر	courier
کمپنی	company
کی	ki
جانب	janib
سے	se
سامان	saman
بھیجنے	bhejne
والے	wale
کو	ko
جاری	jari
کی	ki
جاتی	jati
ہے	he
</s>	</s>
خود	khud
عمر	umar
بن	bin
خطاب	khattab
جب	jab
تک	tak
دامن	damane
اسلام	islam
میں	main
نہیں	nahi
آئے	aye
تھے	the
اس	us
لونڈی	londi
کواتنا	ko itna
مارتے	marte
تھے	the
کہ	ke
مارتے	marte
مارتے	marte
خود	khud
تھک	thak
جاتے	jate
تھے	the
مگر	magar
لبینہ	lubaina
اف	uf
نہیں	nahi
کرتی	karti
تھیں	thin
بلکہ	balke
نہایت	nihayat
ہی	hi
جرات	jurat
واستقلال	waistiqlal
کے	ke
ساتھ	saath
کہتی	kehti
تھیں	thin
کہ	ke
اے	aye
عمر	umar
</s>	</s>
ابراہیم	ibrahim
حیدری	haidri
</s>	</s>
جدہ	jedda
کے	ke
شمال	shumal
میں	main
19	19
