جائیر	Jair
ایک	aik
مصنوعی	masnui
نہر	neher
بھی	bhi
کھودی	khodi
گئی	gayi
لیکن	laikin
مسلسل	musalsal
سکڑنے	sukadne
کے	ke
باعث	bais
1999ء	1999AD
میں	main
یہ	ye
نہر	neher
بھی	bhi
بند	band
ہو	ho
گئی۔	gayi.
</s>	</s>
پیکوکان	pikokan
کو	ko
اڑانے	udane
کے	ke
لیے	liye
مشاق	mushtaq
ہونے	hone
کی	ki
ضرورت	zarurat
پڑتی	padti
ہے۔	he.
</s>	</s>
تحصیل	tehsil
قلات	qalaat
بلوچستان	baluchistan
(پاکستان)	(pakistan)
کے	ke
ضلع	zila
قلات	qalaat
کی	ki
ایک	aik
تحصیل	tehsil
ہے۔	he.
</s>	</s>
یہ	ye
شہر	sheher
وقت	waqt
کے	ke
ساتھ	saath
ترقی	taraqqi
کی	ki
منازل	manazil
طے	tay
کرتا	karta
گیا	gaya
اور	aur
آج	aaj
یہ	ye
دریائے	daryae
وانگ	wang
چو	chu
کے	ke
مغربی	maghribi
جانب	janib
موجود	maujud
ہے،	he,
یہاں	yahan
سرکاری	sarkari
دفاتر	dafatir
موجود	maujud
ہیں۔	hen.
</s>	</s>
سلسلہ ٔ	silsilae
نسب	nasab
یوں	yun
ہے:	he:
عبد اللہ	abdullah
بن	bin
محمد	muhammad
بن	bin
حنبل	hambal
بن	bin
ہِلال	bilal
الذھلی	azzuhali
الشیبانی	ashshebani
المروزی	almarwazi
البغدادی۔	albaghdadi.
</s>	</s>
اس	is
انتظار	intizar
میں	main
کس	kis
کس	kis
سے	se
پیار	pyar
ہم	hum
نے	ne
کیا	kiya
</s>	</s>
محمد	muhammad
امین	amin
نصیر	nasir
آبادی	aabadi
طریقۂ	tariqe
محمدیہ	muhammadiya
اور	aur
سلسلہ	silsilae
احسنیہ	ahsaniya
مجددیہ	mujaddidya
کے	ke
کبار	kibar
مشائخ	mashaikh
میں	main
سے	se
تھے۔	the.
</s>	</s>
اخبار	akhabare
مقامی	maqami
اور	aur
عالمی	aalami
تبصروں	tabsiron
کے	ke
لیے	liye
مشہور	mashhoor
تھا۔	tha.
</s>	</s>
برہما	brahma
پیدائش	paidaish
کے	ke
لیے	liye
مستعمل	mustamal
لفظ	lafz
سے	se
مشتق	mushtaq
</s>	</s>
جون	june
کے	ke
آخری	aakhri
ہفتے	hafte
سے	se
یہ	ye
خاندان	khandan
ہر	har
روز	roz
رات	raat
دیر	der
گئے	gaye
اسٹول	stool
پر	par
کھڑا	khada
ہوتا	hota
رہا	raha
اور	aur
پھانسی	phansi
کا	ka
پھندا	phanda
گلے	gale
میں	main
ڈالتا	dalta
تھا۔	tha.
</s>	</s>
1931ء	1931AD
میں	main
ہیمنگوئے	hemanguye
کا	ka
ویسٹ	west
فلوریڈا	florida
میں	main
قیام	qiyam
پزیر	pazeer
ہو	ho
گیا۔	gaya.
</s>	</s>
لیکن	laikin
وہ	wo
مکمل	mukammal
طور	taur
پر	par
ہندیت	hindiyat
کو	ko
غزل	ghazal
سے	se
نکال	nikal
نہیں	nahi
سکے۔	sake.
</s>	</s>
کشمیری	kashmiri
لوئیوں	loiyon
اور	aur
دُھسّوں	dhusson
کی	ki
فروخت	farokht
کا	ka
کاروبار	karobar
شروع	shuru
کیا۔	kiya.
</s>	</s>
5%	5%
آبادی	aabadi
مسیحیت	masihiyyat
کی	ki
پیروکار	pairukar
ہے،	he,
اس	is
میں	main
پروٹسنٹ،	protestent
کیتھولک،	catholic,
مورمن	morman
اور	aur
دیگر	deegar
اقلیتی	aqalliyati
مسیحی	masihi
گروہ	groh
شامل	shamil
ہیں	hen
</s>	</s>
اسلام	islam
سے	se
پہلے	pehle
بھی	bhi
عربوں	arbon
میں	main
جنوں	jino
کے	ke
تذکرے	tazkire
موجود	maujood
تھے۔	the.
</s>	</s>
لیکن	laikin
فرق	farq
صرف	sirf
اتنا	itna
ہے	he
کہ	ke
کہیں	kahin
نقائص	naqais
کم	kam
ہیں	hen
اور	aur
کہیں	kahin
زیادہ۔	ziyada.
</s>	</s>
پرنب	pranab
مکھرجی	mukharji
کی	ki
بڑی	badi
بہن	behen
انپورنا	annapurna
دیوی	dewi
بینرجی	benarji
نے	ne
کہا،	kaha,
میری	meri
خوشی	khushi
کا	ka
کوئی	koi
ٹھکانہ	thikana
نہیں	nahi
ہے۔	he.
</s>	</s>
حضرت	hazrat
علی	ali
اپنے	apne
مدمقابل	madde muqabil
سے	se
فارغ	farigh
ہو	ho
کر	kar
عتبہ	utba
کی	ki
طرف	taraf
لپکے	lapke
اور	aur
ایک	aik
ہی	hi
ضرب	zarb
سے	se
اس	us
کا	ka
کام	kaam
تمام	tamam
کرکے	karke
حضرت	hazrat
عبیدہ	ubaida
کو	ko
لشکر	lashkar
میں	main
اٹھا	utha
لائے۔	laye.
</s>	</s>
جزیره	jazira
رَبَز	rabaz
</s>	</s>
رجب	rajab
2	2
ھ	hijri
میں	main
حضرت	hazrat
محمدصلی اللہ	muhammad sallallahu
علیہ	alyhi
و	wa
آلہ	aalihi
و	wa
سلم	sallam
نے	ne
عبداللہ	abdullah
بن	bin
حجش	jahash
کی	ki
قیادت	qiyadat
میں	main
بارہ	bara
آدمیوں	aadmiyon
پر	par
مشتمل	mushtamil
ایک	aik
دستہ	dasta
اس	is
غرض	gharaz
سے	se
بھیجا	bheja
کہ	ke
قریش	quraysh
کے	ke
تجارتی	tijarati
قافلوں	qafilon
کی	ki
نقل	naql
و	o
حرکت	harkat
پر	par
نگاہ	nigah
رکھے۔	rakhe.
</s>	</s>
"کارو	karo
کاری" اسلامی	kari "islami
پاکستان	pakistan
کے	ke
وجود	wujud
پر	par
ناسور	nasoor"
</s>	</s>
فخروبھائی	fakhru bhai
نے	ne
انکار	inkar
کر	kar
دیا	diya
اور	aur
یوں	yun
’’نوکری‘‘	"nokri"
سے	se
فارغ	farigh
ہو	ho
گئے۔	gaye.
</s>	</s>
اسی	isi
طرح	tarah
انسان	insan
کے	ke
بارے	bare
میں	main
نظریہ	nazaryae
ارتقا	irtiqa
کے	ke
حامی	haami
کہتے	kehte
ہیں	hen
کہ	ke
انسان	insan
بن	ban
مانس	manas
کی	ki
نسل	nasl
سے	se
تھا	tha
جو	jo
اپنے	apne
ماحول	mahol
کی	ki
وجہ	wajah
سے	se
تبدیل	tabdil
ہو	ho
کر	kar
ویسا	waisa
ہو	ho
گیا	gaya
جیسا	jaisa
کہ	ke
آج	aaj
ہے۔	he.
</s>	</s>
سکھ	sikh
ایجوکیشنل	educational
کانفرنس	conference
دی	di
کی	ki
بھی	bhi
دو	do
بار	bar
سربراہی	sabarahi
کی۔	ki.
</s>	</s>
قانون	qanoon
کی	ki
حکمرانی	hukmarani
بحال	bahal
ہو	ho
گئی۔	gayi.
</s>	</s>
معید	mueed
کی	ki
خصوصیت	khususiyat
صرف	sirf
ناطق	natiqe
عدد	adad
میں	main
پائی	pai
جاتی	jati
ہے	he
(غیر	(ghair
ناطق	natiqe
عدد	adad
معید	mueed
نہیں	nahi
ہو	ho
سکتے)۔	sakte).
</s>	</s>
برطانوی	bartanwi
افراد	afrad
نے	ne
لنگاٹا	lingata
اور	aur
کیرن	keran
میں	main
اپنی	apni
رہائش	rihaish
گاہیں	gahen
بنائی	banai
تھیں	theen
اور	aur
آج	aaj
درمیانی	darmiyani
اور	aur
زیادہ	ziyada
آمدنی	aamdani
کے	ke
حامل	hamil
افراد	afrad
پارک	park
لینڈز،	lands,
ویسٹ	west
لینڈز،	lands,
ہرلنگھم،	harlingham,
ملیمانی	malemani
اور	aur
نیروبی	nerobi
ہل	hal
کے	ke
علاقوں	ilaqon
میں	main
رہتے	rehte
ہیں۔	hen.
</s>	</s>
شادی	shadi
کی	ki
یہ	ye
عجیب	ajeeb
و	o
غریب	gharib
رسم	rasm
تقریبًا	taqriban
ینکا	yanka
(جیئینگ)	(geing)
اور	aur
نوئیر	nauer
قبائل	qabail
کے	ke
ساتھ	saath
مخصوص	makhsus
ہے،	he,
اگر	agar
چیکہ	cheke
اس	is
طرح	tarah
کی	ki
کچھ	kuch
شادیا	shadiyan
فرانس	france
میں	main
بھی	bhi
ہوئی	hui
ہیں۔	hen.
</s>	</s>
چنانچہ	chunache
مشکوۃ	mishkat
شریف	sharif
حضرت	hazrat
مولانا	maulana
الیاس	ilyas
صاحب ؒ	sahab
سے	se
اور	aur
جلالین	jalalen
حضرت	hazrat
مولانا	maulan
احتشام الحسن	ihtishamul hasan
کاندھلوی ؒ	kandhalwi
سے	se
پڑھی۔	padhi
</s>	</s>
نیو	New
یارک	York
ٹائمز۔	Times.
</s>	</s>
فرخ	farkh
آباد	aabad
کے	ke
بنگش	bangush
قبیلہ	qabile
سے	se
تعلق	taalluq
رکھنے	rakhne
والے	wale
نوابوں	nawabon
نے	ne
اس	is
علاقہ	ilaqe
کی	ki
تاریخ	tarikh
میں	main
اہم	ehem
کردار	kirdar
ادا	ada
کیا۔	kiya.
</s>	</s>
عرب	arab
شاعروں	shayaron
نے	ne
امرء القیس	imraul qais
کا	ka
درجہ	darja
بہت	bahut
بلند	buland
ہے۔	he.
</s>	</s>
جہاں	jahan
وہ	wo
ٹورانٹو	toranto
سٹار	star
کے	ke
لیے	liye
رپورٹنگ	reporting
کرتا	karta
رہا۔	raha.
</s>	</s>
دنیا	dunya
میں203	main 203
میں	main
سے	se
192	192
ممالک	mamalik
میں	main
لازمی	lazmi
تعلیم	taalim
کے	ke
قوانین	qawanin
موجود	maujud
ہیں	hen
اس	is
کے	ke
باوجود10	bawujud 10
ممالک	mamalik
ایسے	aise
ہیں	hen
جن	jin
میں	main
(ہر	(har
ایک	aik
میں	main
الگ	alag
الگ) 10	alag)
ملین	million
سے	se
زیادہ	ziyada
بالغ	baligh
ان	an
پڑھ	padh
ہیں	hen
جس	jis
میں	main
سے	se
صرف	sirf
آدھے	aadhe 10
ممالک1990ء	mamalik 1990AD
سے	se
ان	an
پڑھ	padh
افراد	afrad
کی	ki
تعداد	taadad
میں	main
خاطرخواہ	khatirkhwah
کمی	kami
لا	la
سکے	sake
ہیں۔۔	hen.
</s>	</s>
لکھنؤ	lucknow
یونی ورسٹی	university
سے	se
ایل ایل بی	LLB
کی	ki
سند	sanad
حاصل	hasil
کی	ki
اور	aur
1944ء	1944AD
میں	main
بہرائچ	behraich
واپش	wapas
آئے	aye
اور	aur
بہرائچ	behraich
کے	ke
مشہور	mashhoor
وکیل	wakil
سید	syed
محمود	mahmood
حسن	hasan
(علیگ)	(alig)
کی	ki
نگرانی	nigrani
میں	main
وکالت	wakalat
شروع	shuru
کی۔	ki.
</s>	</s>
فیس بک	facebook
صفحہ	safha
</s>	</s>
وطنی	watani
سلامتی۔	salamti.
</s>	</s>
نبی	nabi
کریم	karim
صلی اللہ	sallallahu
علیہ	alyhi
و	wa
علی	ala
آلہ	alihi
وسلم	wasallam
یہ	ye
دعا	duaa
رات	raat
کی	ki
نفلی	nafli
نماز	namaz
میں	main
پڑھتے	padhte
تھے۔	the.
</s>	</s>
1 اکتوبر،	october,
2013	2013
کو	ko
جج	judge
نرمل	nirmal
جيت	jeet
کور	kor
کی	ki
عدالت	adalat
میں	main
سماعت	samaat 1
کے	ke
دوران	dauran
استغاثہ	istighasa
کی	ki
جانب	janib
سے	se
الزام	ilzam
لگایا	lagaya
گیا	gaya
کہ	ke
آسارام	aasaram
​​بچیوں	bachchiyon
کے	ke
جنسی	jinsi
استحصال	istehsal
(پيڈوفیيليا)	(paedophilia)
نام	nam
کی	ki
بیماری	bimari
میں	main
مبتلا	mubtila
ہیں۔	hen.
</s>	</s>
سکاٹ لینڈ	scotland
میں	main
تین	teen
مختلف	mukhtalif
اقسام	aqsam
کی	ki
عدالتیں	adalaten
موجود	maujud
ہیں	hen
جو	jo
سول،	civil,
کرمنل	crimnal
اور	aur
ہیرالڈک	heraldic
ہیں۔	hen.
</s>	</s>
دوره	daura
قرآن	quraan
یہ	yeh
جماعت	jamaat
شرک	shirk
و	o
بدعت	bidat
کو	ko
ختم	khatm
کر	kar
کے	ke
توحید	tauheed
و	o
سنت	sunnat
کو	ko
بلند	buland
کر	kar
رہی	rahi
ہے	he
</s>	</s>
کچھ	kuch
مغربی	maghribi
ممالک	mamalik
میں	main
اسلام	islam
سے	se
نفرت	nafrat
کا	ka
اظہار	izhar
نقاب	naqab
پر	par
پابندی	pabandi
لگا	laga
کر	kar
کیا	kiya
گیا	gaya
ہے۔	he.
</s>	</s>
لیکن	laikin
چار	char
دن	din
میں	main
ہتھیار	hathyar
ڈال	dal
چکی	chuki
تھی۔	thi.
</s>	</s>
ان	in
معلومات	maalumat
کو	ko
بعد	baad
میں	main
پلیئر	player
کو	ko
بلیک	black
میل	mail
کرنے	karne
کے	ke
لیے	liye
بھی	bhi
استعمال	istemal
کیا	kiya
جاتا	jata
ہے۔	he.
</s>	</s>
عشرہ	ashra
کے	ke
دیکر	deegar
استعمالات:	istemalaat:
</s>	</s>
حاجی	haji
بغلول،	baghlool,
احمق	ahmaq
الدین،	addin,
میٹھی	meethi
چھری	churi
وغیرہ	waghera
ان	un
کے	ke
مشہور	mashhoor
ناول	novel
ہیں۔	hen.
</s>	</s>
تحصیل	Tahsil
دشت	Dasht
بلوچستان	Blochistan
(پاکستان)	(Pakistan)
کے	ke
ضلع	zila
کیچ	Kech
کی	ki
ایک	ek
تحصیل	Tahsil
ہے۔	hai.
</s>	</s>
یہ	ye
خبر	khabar
ناسا	nasa
کے	ke
لیے	liye
انتہائی	intihai
حوصلہ	hosla
افزاء	afza
تھی	thi
جو	jo
ایک	aik
عرصے	arse
سے	se
لوگوں	logon
کی	ki
تنقید	tanqeed
کا	ka
شکار	shikar
تھا	tha
کیونکہ	kyunke
بے	be
انتہا	intiha
فنڈز	funds
اور	aur
وسائل	wasail
استعمال	istemaal
کرنے	karne
کے	ke
باوجود	bawujud
بھی	bhi
ناسا	nasa
ابھی	abhi
تک	tak
اپنی	apni
افادیت	ifadiyat
ثابت	sabit
کرنے	karne
میں	main
ناکام	nakam
رہا	raha
تھا۔	tha.
</s>	</s>
ایک	aik
برکی	barki
روڈ،	road,
لاہور	lahore
جبکہ	jabke
دوسرا	dusra
شیخوپورہ	shaikhupura
میں	main
واقع	waqe
ہے۔	he.
</s>	</s>
ایک	Ek
ریستوران	resturan
میں	men
انہیں	unhen
اس	is
لیے	liye
نوکری	naukri
نہ	na
مل	mil
سکی	saki
کیونکہ	kyunki
وہ	wo
سیاہ	syaah
فام	faam
تھے	the
اور	aur
اس	us
واقعے	waqie
کے	ke
نتیجے	nateeje
میں	main
انہوں	unhon
نے	ne
اپنا	apna
سونے	sone
کا	ka
تمغا	tamgha
دریائے	daryae
اوہائیو	auhaiyon
میں	main
پھینک	phenk
دیا	diya
تھا۔	tha.
</s>	</s>
انگریزی	angrezi
زبان	zaban
میں	main
</s>	</s>
تاہم	taham
ماجھا	maajha
کا	ka
لوک	lok
رقص	raqs
بھنگڑا	bhangda
کی	ki
ابتدا	ibtida
سیالکوٹ	siyalkot
میں	main
ہوئی	hui
اور	aur
گوجرانوالہ،	gojranwala,
شیخوپور،	shaikhupur,
گجرات	gujrat
(پاکستانی	(pakistani
پنجاب	panjab
کے	ke
اضلاع)	azlaa)
اور	aur
گرداسپور	gurdaspur
(بھارتی	(bharti
پنجاب	panjab
کا	ka
ضلع)	zila)
میں	main
رائج	raij
ہوا۔	hua.
</s>	</s>
اورنگزیب	Aurangzeb
عالمگیر	Alamgir
</s>	</s>
دعوت	daawate
اسلامی	islami
کی	ki
مرکزی	markazi
مجلس	majlise
شوری	shura
کے	ke
سربراہ	sarbarah
علامہ	allama
محمد	muhammad
عمران	imran
قادری	qadri
اور	aur
علامہ	allama
الیاس	ilyas
عطار	attar
قادری	qadri
کے	ke
بیٹے،	bete,
عبید	ubaid
رضا	raza
آپ	aap
کے	ke
تلامذہ	talamiza
سے	se
ہیں۔	hen.
</s>	</s>
اس	us
کا	ka
نشانہ	nishana
چابہار	chabahar
کی	ki
پولیس	police
چھاؤنی	chaoni
تھا۔	tha.
</s>	</s>
چنانچہ	chunache
ناول	novel
نگار	nigar
نے	ne
اسے	us
نفسیاتی	nafsiyati
طور	taur
پر	par
دبا	daba
دبا	daba
سا	sa
دکھایا	dikhay
ہے۔	he.
</s>	</s>
انوار المجالس	anwarul majalis
باب	baab
نہم	nahum
مجلس	majlis
ہفتم	haftum
صفحہ	safha
269	269
طبع	taba
نجف	najaf
اشرف	ashraf
جز	juz
دوم	daum
1344ھ	1344hijri
</s>	</s>
تفسیر	tafsir
بیان القرآن	bayanul quraan
مولانا	maulan
اشرف	ashraf
علی	ali
تھانوی	thanwi
سورۃ الفیل	suratul feel
</s>	</s>
جس	jis
کے	ke
ہدایتکار	hidayatkar
الحمد	alhamd
تھے،	the,
موسیقی	mosiqi
خلیل	khalil
احمد	ahmad
کی	ki
تھی	thi
جو	jo
ان	un
کی	ki
بطور	bator
موسیقار	mosiqar
پہلی	pehli
فلم	film
تھی۔	thi.
</s>	</s>
اور	aur
جس	jis
واجب	wajib
کا	ka
ثبوت	saboot
ظنی	zanni
ہو	ho
اور	aur
لزوم	luzoom
پر	par
دلالت	dalalat
قطعی	qatee
ہو	ho
جیسے	jaise
نماز	namaz
میں	main
سورة	surae
فاتحہ	fatiha
کا	ka
پڑھنا	padhna
واجب	wajib
ہے	he
لیکن	laikin
اس	is
کا	ka
ثبوت	saboot
ظنی	zanni
ہے	he
کیونکہ	kyune
اس	is
کا	ka
ثبوت	saboot
اس	is
حدیث	hadis
سے	se
ہے	he
:	:
عبادہ	ubada
بن	bin
الصامت	assamit
بیان	bayan
کرتے	karte
ہیں	hen
کہ	ke
نبی	nabi
اکرم(صلی اللہ	akram (sallallahu
علیہ	alyhi
وآلہ	waalihi
وسلم)	wasallam)
نے	ne
فرمایا	farmaya
جس	jis
نے	ne
سورة	surah
فاتحہ	fatiha
نہیں	nahi
پڑھی	padhi
اس	us
کی	ki
نماز	namaz
نہیں	nahi
ہوئی	hui
تاہم	taaham
یہ	ye
حدیث	hadis
خبر	khabare
واحد	wahid
ہے	he
اور	aur
اس	is
کا	ka
ثبوت	saboot
ظنی	zanni
ہے	he
لیکن	laikin
اس	is
کا	ka
لزوم	luzoom
قطعی	qatee
ہے	he
کیونکہ	kyunke
نبی	nabi
(صلی اللہ	(sallallahu
علیہ	alyhi
وآلہ	waalihi
وسلم)	wasallam)
نے	ne
فرمایا	farmaya
سورة	surah
فاتحہ	fatiha
کو	ko
پڑھے	padhe
بغیر	baghair
نماز	namaz
نہیں	nahi
ہوگی۔	hogi.
</s>	</s>
اُن	un
کے	ke
ہاں	han
خواب	khwab
زیادہ	ziyada
ہیں	hen
اور	aur
ایسا	aisa
معلوم	maaloom
ہوتا	hota
ہے	he
کہ	ke
یہ	ye
دنیا	dunya
معدوم	maadoom
ہونے	hone
والی	wali
ہے	he
اور	aur
یہی	yahi
بے	be
اطمینانی	itminani
اُن	un
کو	ko
موت	maut
کی	ki
طرف	taraf
لے	le
آتی	aati
ہے:	he:
</s>	</s>
سلسلہ	silsilae
چشتیہ	chishtiya
</s>	</s>
یہ	ye
موسم	mausame
گرما	garma
میں	main
جنوبی	junubi
ایشیا،	asia,
جنوب	junub
مشرقی	mashriqi
ایشیا	asia
اور	aur
مشرقی	mashriqi
ایشیا	asia
میں	main
بارشوں	barishon
کا	ka
سبب	sabab
بنتا	banta
ہے۔	he.
</s>	</s>
عمومًا	umuman
لوگ	log
مسجد	masjide
عائشہ	ayesha
سے	se
احرام	ihram
باندھ	bandh
لیتے	lete
ہیں	hen
جہاں	jahan
حجاج	hujjaj
کا	ka
پہنچنا	pahunchna
نسبتا	nisbatan
آسان	aasan
ہوتا	hota
ہے	he
اور	aur
شرعا	sharan
اس	is
میں	main
کوئی	koi
عار	aar
بھی	bhi
نہیں	nahi
ہے	he
لیکن	laikin
اس	is
کی	ki
وجہ	waja
سے	se
لوگ	log
جعرانہ	ji'irrana
والی	wali
حدود	hudude
حرم	haram
کی	ki
زیارت	ziyarat
سے	se
محروم	mehroom
رہتے	rehte
ہیں -	hen.
</s>	</s>
پورٹیج	portage
ٹاؤن	town
شپ،	ship,
سینٹ	sant
جوزف	jozef
کاؤنٹی،	county,
انڈیانا	indiana
</s>	</s>
2003ء	2003AD
میں	main
امریکا	america
نے	ne
عراق	iraq
پر	par
حملہ	hamla
کیا	kiya
اور	aur
بعثی	baasi
نظام	nizame
حکومت	hukumat
کا	ka
تخت	takht
الٹا	ulata
تو	to
وہ وہ	wo
عراق	iraq
واپس	wapis
آئے	aaye
لیکن	laikin
کچھ	kuch
ہی	hi
دنوں	dino
بعد	baad
ایک	aik
دہشت	dehshat
گردانہ	gardana
حملے	hamle
میں	main
شہید	shaheed
ہوئے	huye
اور	aur
اپنے	apne
والد	walid
کے	ke
پہلو	pehlu
میں	main
سپرد	supurde
خاک	khak
کیے	kiye
گئے۔	gaye.
</s>	</s>
اس	is
مجمع النجوم	majmaun nujoom
میں	main
ایسے	aise
ستاروں	sitaron
کی	ki
تعداد ،جن	taadad, jin
کے	ke
ایک	aik
یا	ya
زیادہ	ziyada
سیارے	sayyare
دریافت	daryaft
کیے	kiye
جاچکے	jachuke
ہیں،	hen,
2	2
ہے۔	he.
</s>	</s>
آٹھویں	athwin
صدی	sadi
عیسوی	eiswi
کے	ke
چاند	chand
گرہنوں	girhano
کی	ki
فہرست	fehrist
</s>	</s>
بابر	bahar
پاکستانی	pakistani
ساختہ	sakhta
کروز	cruize
میزائل	missile
ہے۔	he.
</s>	</s>
پستانیہ	pastaniya
جانور	janwar
کینیڈا	canada
بھر	bhar
میں	main
ہر	har
جگہ	jagah
پائے	paye
جاتے	jate
ہیں۔	hen.
</s>	</s>
کتاب	kitabut
التوحید	tawheed
کے	ke
مفاہیم	mafahim
کو	ko
ان	in
حضرات	hazraat
نے	ne
اپنی	apni
کتابوں	kitabon
''تقویۃ الایمان	"taqwiyatul iman
''	"
اور	aur
''صراط	"sirate
مستقیم''	mustaqeem"
میں	main
پیش	paish
کیا۔	kiya.
</s>	</s>
پھر	phir
یہ	ye
”وی	"wi
آنا“	aana"
گیا	gaya
اور	aur
وہاں	wahan
سے	se
ایرلانگن	airlongen
گیا	gaya
جہاں	jahan
1779ء	1779AD
میں	main
یہ	ye
میڈیکل	medical
ڈاکٹر	doctor
بنا	bana
اور	aur
ڈریسڈن	dreden
میں	main
پریکٹس	prectis
شروع	shuru
کر	kar
دی۔	di.
</s>	</s>
محرم	muharram
چونکہ	chunke
لکھنؤ	lucknow
میں	main
ایک	aik
بڑی	badi
اہم	ehem
چیز	cheez
اور	aur
عزاداری	azadari
کا	ka
زمانہ	zamana
تھا	tha
اس	is
لئےسوگواری	liye sogwari
اور	aur
نفاست	nafasat
اور	aur
نزاکت	nazakat
کا	ka
لحاظ	lihaz
رکھ	rakh
کے	ke
یہاں	yahan
محرم	muharram
کے	ke
لیے	liye
خاص	khas
لباس	libas
اور	aur
خاص	khas
زیور	zewar
ایجاد	ijad
ہو	ho
گیا۔	gaya.
</s>	</s>
غنچۂ	ghunchae
باغِ	baghe
دلِ	dile
ما	maa
زیب	zeb
دستاری	dastari
نشد	nashud
</s>	</s>
بحریہ	bahriya
کمپلیکس	complex
دوم	dom
</s>	</s>
ڈیلفی	delfy
یونان	unan
کے	ke
جنوب	junub
وسط	wast
میں	main
واقع	waqe
ہے۔	he.
</s>	</s>
اسرائیل	israel
میں	main
انتخابات	intikhabat
</s>	</s>
سولہویں	solahwin
صدی	sadi
میں	main
مغل	mughal
سالار	salar
میر	meer
باقی	baqi
نے	ne
یہاں	yahan
ایک	aik
مسجد	masjid
تعمیر	taamir
کرائی	karai
تھی	thi
جسے	jise
بابری	babri
مسجد	masjid
کہا	kaha
جاتا	jata
تھا۔	tha.
</s>	</s>
غالب	ghalib
زبردست	zabardast
بڑائی۔	badai.
</s>	</s>
باپ	baap
کے	ke
قلبی	qalbi
فیضان	faizan
نے	ne
جن	jin
حقائق	haqaiq
کو	ko
اجمالاً	imalan
محسوس	mehsoos
کروایا	karwaya
تھا	tha
استاد	ustad
کی	ki
تعلیم	taalim
سے	se
تفصیلاً	tafsilan
معلوم	maalum
بھی	bhi
ہو	ho
گئے۔	gaye.
</s>	</s>
البارد	albarid
ضلع	zila
</s>	</s>
جلالی	jalali
کلنڈر	calendar
عرفی	urfi
سال	saal
کو	ko
فطری	fitri
سال	saal
کے	ke
ساتھ	saath
تطبیق	tatbeeq
کرنے	karne
میں	main
کامیاب	kamyab
ہو	ho
گیا۔	gaya.
</s>	</s>
یہ	ye
بر	barre
اعظم	aazam
کی کی	ki
سب	sab
سے	se
گہری	gehri
جھیل	jhil
ہے	he
جس	jis
میں	main
تازے	taze
پانی	pani
کی	ki
بہت	bahut
بڑی	badi
مقدار	miqdar
موجود	maujood
ہے۔	he.
</s>	</s>
سید	syed
مہدی	mahdi
شاہ	shah
گلگت	gulgat
بلتستان	baltistan
کی	ki
تاریخ	tarikh
میں	main
پہلے	pehle
وزیر	wazeere
اعلیٰ	aala
منتخب	muntakhab
ہوئے	huye
۔	.
</s>	</s>
حضور	huzur
صلی اللہ	sallallahu
علیہ	alyhi
و	wa
آلہ	alihi
وسلم	wasallam
نے	ne
مرحبا	marhaba
اور	aur
خوش	khush
آمدید	aamded
کہہ	keh
کر	kar
ان	un
لوگوں	logon
کا	ka
استقبال	istiqbal
فرمایا	farmaya
بلال	bilal
حبشی	habshi
کو	ko
خدمت	khidmat
کے	ke
لیے	liye
مقرر	muqarrar
فرمایا۔	farmay.
</s>	</s>
ان	un
کے	ke
والد	walid
گووند	govind
چندر	chandr
گھوش	ghosh
کی	ki
کلکتہ	kolkata
کے	ke
چائنا	china
بازار	bazar
میں	main
چھوٹی	choti
سی	si
دکان	dukan
تھی۔	thi.
</s>	</s>
جس	jis
کے	ke
بعد	baad
آپ نے	aap
تاجے	taje
شاہ	shah
کی	ki
مسجد	masjid
میں	main
درس	dars
دینے	dene
لگے۔	lage
</s>	</s>
یہودیوں	yahudiyon
نے	ne
سرزمین	sarzamine
فلسطین	falasteen
پر	par
ناجائز	najaiz
قبضے	qabze
کے	ke
بعد	baad
ایک	aik
ایسی	aisi
ریاست	riyasat
قائم	qaim
کر	kar
لی	li
جس	jis
کا	ka
کوئی	koi
قانونی	qanuni
جواز	jawaz
نہیں	nahi
ہے۔	he.
</s>	</s>
1930ء	1930AD
میں	main
سیاسی	siyasi
سرگرمیوں	sargarmiyon
کی	ki
پاداش	padash
میں	main
3	3
سال	saal
کی	ki
سزا	saza
ہوئی۔	hui.
</s>	</s>
جس	jis
سال	saal
بریٹن	britain
ووڈز	woods
کا	ka
معاہدہ	muahida
طے	tay
پایا	paya
اسی	usi
سال	saal
نوبل	nobel
انعام	inaam
یافتہ	yafta
مصنف	musannif
Friedrich	Friedrich
Hayek	Hayek
نے	ne
اپنی	apni
کتاب	kitab
"غلام	main
مملیکت کا رستہ"	likha
(The	(The
Road	road
to	to
Serfdom)	serfdom)
میں	"ghulam
لکھا	mamlakat ka
"سارے	rasta" saare
لوگوں	logon
پر	par
جو	jo
حاکمیت	hakimiyat
معاشی	maashi
کنٹرول	control
عطا	ata
کرتا	karta"
ہے	he
اس	us
کی	ki
سب	sab
سے	se
بہترین	behtareen
مثال	misal
فورین	forein
ایکسچینج	exchange
کے	ke
شعبہ	shobe
میں	main
واضح	wazeh
ہے۔	he.
جب	Jab
(مارکیٹ	(market
کی	ki
بجائے)	bajaye)
ریاست	riyasat
فورین	forein
ایکسچینج	exchange
کنٹرول	control
کرنا	karna
شروع	shuru
کرتی	karti
ہے	he
تو	to
شروع	shuru
میں	main
تو	to
کسی	kisi
کی	ki
ذاتی	zaati
زندگی	zindagi
پر	par
