තන්ත්‍රයන්ට	thanthrayanta
ආනයනය	anayanaya
කළහ	kalaha
</s>	</s>
මරණානුස්සති	marananussathi
</s>	</s>
මෙම	mema
ප්රතිසංස්කරණ	prathisanskarana
ව්යාපාරය	vyaparaya
වැඩි	vedi
වශයෙන්	vashayen
පන්සල්	pansal
ලෙස	lesa
ඔවුන්ගේ	ovunge
ධර්මශාලාවල	dharmashalawala
වෙත	vetha
යොමු	yomu
වන්න	vanna
</s>	</s>
පාසල	pasala
තුළ	thula
ක්‍රියාත්මක	kriyathmaka
ශාස්ත්‍රීය	shashthriya
විෂය	vishaya
මාලාව	malawa
තුළින්	thulin
හා	ha
පැය	peya
හයක	hayaka
අධ්‍යාපනයක්	adhyapanayak
තුලින්	thulin
සමෝධානිත	samodhanitha
පෞරුෂ	paurusha
සංවර්ධනයකට	sanvardhanayakata
අවශ්‍ය	avashya
සියලූ	siyalu
අත්දැකිම්	athdekim
ලබා	laba
දීම	dima
අසීරුය	asiruya
</s>	</s>
ජුදාගම	judagama
හා	ha
ඉස්ලාම්	islam
ධර්මය	dharmaya
මෙන්	men
කිතුදහම	kithu dahama
ද	da
ආබ්‍රහමික	abrahamika
ආගමකි	agamaki
</s>	</s>
රාජසිංහ	rajasinghe
රජුගේ	rajuge
කාලයේ	kalaye
සිදු	sidu
වූ	wu
ඉතා	itha
වැදගත්	vedagath
සිදුවීමක්	siduwimak
වූයේ	vuye
ලන්දේසීන්	landesin
විසින්	visin
පෘතුග්‍රීසීන්	pruthugisin
පලවා	palawa
හැරීමයි	herimayi
</s>	</s>
රනිල	ranila
ඇට	eta
වර්ගයක්	wargayak
</s>	</s>
මේ	me
අතර	athara
තිම්පු	thimpu
සාකච්ඡා	sakachcha
මේසයේදී	mesayedi
පළමු	palamu
එල්ටීටීඊ	ltte
ඇතුළු	ethulu
ද්‍රවිඩ	dravida
සංවිධාන	sanvidhana
සියල්ලම	siyallama
එකම	ekama
මේසයක	mesayaka
සාකච්ඡාවට	sakachchawata
පැමිණි	pemini
නමුත්	namuth
එකඟත්වයකට	ekangathwayakata
පැමිණිය	peminiya
නොහැකි	noheki
විය	wiya
</s>	</s>
පැනමාව	panemawa
නිල	nila
වශයෙන්	vashayen
පැනමා	panema
ජනරජය	janarajaya
ලෙස	lesa
හැඳින්වෙන්නේ	hendinwenne
උතුරු	uthuru
සහ	saha
දකුණු	dakunu
ඇමෙරිකා	america
මහාද්වීප	mahadvipaya
අතර	athara
පිහිටි	pihiti
අන්තර්	anthar
මහාද්වීපික	mahadvipika
රටකි	rataki
</s>	</s>
මේ	me
සත්‍ය	sathya
සතර	sathara
ප්‍රකාශ	prakasha
කරන	karana
ලදුයේ	laduye
බුදුන්	budun
වහන්සේ	vahanse
විසිනි	visini
</s>	</s>
ඇල්වින්	alvin
කර්ෂ්	crush
</s>	</s>
මේ	me
අපූර්ව	apurwa
සිනමා	cinema
නිර්මාණය	nirmanaya
වඩා	vada
බලසම්පන්න	bala sampanna
ලෙස	lesa
අපට	apata
කියාපාන	kiya pana
කරුණ	karuna
එයයි	eyayi
</s>	</s>
පැය	peya
යනු	yanu
කාලය	kalaya
මැනීමේ	menime
ඒකකයකි	ekakayaki
</s>	</s>
එදිරිවීර	ediriweera
සරච්චන්ද්‍ර	sarachchandra
විසින්	visin
ජපානය	japanaya
පසුබිම්	pasubim
කර	kara
ගනිමින්	ganimin
ලියවුණු	liyawunu
1959	1959
දී	di
ප්‍රකාශිත	prakashitha
නවකතාවකි	navakathawaki
</s>	</s>
මේ	me
වනවිට	wana vita
සාර්ථක	sarthaka
නීතිඥයකු ව	nithignayakuwa
සිටින	sitina
ඉන්දර්	indar
සරූගේ	saruge
සොහොන	sohona asala
ඇති	ethi
ගස	gasa
අසල	asala
සිටගෙන	sitagena
සිටියි	sitiyi
</s>	</s>
මේ	me
පිළිවෙළට	piliwelata
කැටයම්	ketayam
නොමැති	nomethi
සඳකඩපහණක්ද	sandakadapahanakda
ඇත	etha
</s>	</s>
මුල්	mul
ස්ථානවල	sthanawala
තිබෙන්නේ	thibenne
පෘතුගීසීන්	pruthugisin
විසින්	visin
ඉදි	idi
කරන	karana
ලද	lada
දේවස්ථානයි	devasthanayi
</s>	</s>
මෙම	mema
රතු	rathu
යෝධ	yodha
තරුවක්	tharuwak
තුල	lthula
අප	apa
සූර්යයා	sooryaya
වැනි	veni
තරු	tharu
දහස්	dahas
ගණනක්	gananak
අන්තර්ගත	anthragatha
කළ	kala
හැක	heka
</s>	</s>
මෙහි	mehi
පේෂ්වා	peshwa
බාජිරාඕ	bajirao
මස්තානි	masthani
සහ	saha
කාෂිබායි	kashibai
සජීවීකරණ	sajivikarana
ස්වරූපයෙන්	swarupayen
නිරූපණය	nirupanaya
කෙරිණි	kerini
</s>	</s>
පශ්චාත්-ද්විතීයික	pashchath-dvithiyika
හන්ජා	hanja
අධ්‍යාපනය	adhyapanya
ඇතැම්	ethem
විපුල	vipula
කලා	kala
විශ්වවිද්‍යාලවල	vishva vidyalawala
ලබා	laba
දීම	dima
සිදු	sidu
වේ	ve
</s>	</s>
දුම්පානය	dum panaya
කිරීම	kirima
සඳහා	sandaha
දුම්කොල	dumkola
සමග	samaga
අබිං	abing
මිශ්‍ර	mishra
කිරීම	kirima
17වන	17 vana
සියවසෙහිදී	siyawasehi
අග්නිදිග	agnidiga
ආසියාවෙන්	asiawen
පැතිර	pethira
යාමත්	yamath
සමගම	samagama
අබිං	abing
සඳහා	sandaha
මහත්	mahath
ඉල්ලුමක්	illumak
ජනිත	janitha
විය	viya
</s>	</s>
තුයින්	thuyin
ම	ma
සමානව	samanawa
සාම්ප්‍රදායික	sampradayika
ඉතිහාසවයට	ithihasayata
අනුව	anuwa
අසාධාරණය	asadharanaya
ඔවුන්ගේ	ovunge
බලය	balaya
වැඩි	wedi
ලෙස	lesa
හා	ha
ඔවුන්ගේ	ovunge
2	2
වන	vana
රජු	raju
නොසලකා	nosalaka
හැර	hera
හා	ha
රාජ්‍යවංශයේ	rajya wanshaye
ධනාමත	dhanathmaka
විජයග්‍රමණය වලට	vijayagrahanawalata
සුළු	sulu
ප්‍රසංශාවක්	prasanshawak
ලබා	laba
දුන්නේය	dunneya
</s>	</s>
මීට	mita
අමතරව	amatharawa
මෙම	mema
ලෙනෙහි	lenehi
ඇති	ethi
සෝමස්කන්ධ	somaskandha
පනේලය	panelaya
ධර්මරාජ	dharmaraja
රථය	rathaya
වෙරළාන්ත	veralantha
දේවාලය	dewalaya
සහ	saha
අතිරණචන්ද	athiranachanda
ලෙනෙහි	lenehi
දක්නට	daknata
ලැබෙන	lebena
මීට	mita
සමාන	samana
කැටයම්වලින්	ketayamwalin
තරමක්	thramak
වෙනස්	venas
ය	ya
</s>	</s>
ස්ටීවන්	steven
බී	b
</s>	</s>
ගුණවර්මන්	gunawarman
නැමති	namethi
කාශ්මීර	kashmira
රජතුමාද	rajathumada
පාහියන්	pahiyan
වැනි	veni
චීන	china
ජාතික	jathika
භික්ෂුන්ද	bhikshunda
ඇතුලු	ethulu
විදේශිය	videshiya
පිරිස්	piris
ආගමික	agamika
අධ්‍යාපනය	adhyapanaya
සඳහා	sandaha
මෙහි	mehi
පැමිණියහ	peminiyaha
</s>	</s>
නමුත්	namuth
තවත්	thawath
සේනාවක්	senawak
රැගෙන	regena
පැමිණි	pemini
ජං	jung
මන්	mung
සෙන්පති	senpathi
විසින්	visin
යි	yi
ග්වල්ගේ	gwalge
හමුදා	hamuda
පරදවන	paradawana
ලදී	ladi
</s>	</s>
මෙමගින්	memagin
අපද්‍රව්‍යවල	apadrawyawala
ස්කන්ධයෙන්	skandhayen
හා	ha
පරිමාවෙන්	parimaven
වැඩි	vedi
ප්‍රමාණයක්	pramanayak
අයත්	ayath
කර	kara
ගන්නා	ganna
යුරේනියම්	urenium
ප්‍රතිචක්‍රීකරණය	prathichakrikaranaya
කර	kara
නැවත	newathi
භාවිතයට	bhavithayata
යොදා	yoda
ගනී	gani
</s>	</s>
කෙසේවුවත්	kese vuwath
මෙම	mema
ලක්ෂය්‍ය	lakshyaya
ඉක්මවා	ikmawa
යනවිට	yana wita
ගෙල	gela
ආකාරයක්	akarayak
ගනිමින්	ganimin
හරස්කඩ	haraskada
වර්ගඵලය	vargaphalaya
මුල්	mul
අගයට	agayata
වඩා	wada
අඩුවේ	adu we
</s>	</s>
චෛත්‍ය	chaithya
වර්ග	varga
තුනක්	thunak
ඇත	etha
</s>	</s>
සක්කෝ	sakko
–	-
සක්කෝ	sakko
යනු	yanu
දස	dasa
කුසලය	kusalaya
වැඩීමේ	vedime
දක්ෂ භාවය	dakshabhavaya
යි	yi
</s>	</s>
සෙත්	seth
පැතීම	pethima
</s>	</s>
දිව්‍ය	divya
යාගය	yagaya
ආරම්භ	arambha
වීමත්	vimath
සමගම	samagama
මහනුවර	mahanuwara
රදගුරු	radaguru
අති	athi
උතුම්	uthum
ජෝශප්	joseph
වියානි	viani
ප්‍රනාන්දු	fernado
හිමිපාණන්	himipanan
විසින්	visin
වන්දනීය	vandaniya
ජුසේ	juse
වාස්	vass
පියතුමන්	piyathuman
භාග්‍යවරයට	bhagyavarayata
ඔසවන	osawana
ලෙස	lesa
දෙවන	dewana
ජුවාම්	juan
පාවුළු	paulu
සසුනිසුරාණන්ගෙන්	sasunisuranangen
අයැද	ayeda
සිටි	siti
අතර	athara
එතුමන්ගේ	ethumange
චරිතාපදානය	charithapadanaya
ප්‍රකාශ	prakasha
කරන	karana
ලද්දේ	ladde
ගෝවේ	gauve
අගරදගුරු	agaradaguru
පේට්‍රියාක්	patriac
අති	athi
උතුම්	uthum
රාහුල්	rahul
ගොන්සාල්වෙස්	gonsalves
හිමිපාණන්	himipanan
විසිනි	visini
</s>	</s>
සිතීමේ	sithime
නිදහස,හෘදය	nidahasa, hardaya
සාක්‍ෂියේ	sakshiye
නිදහස	nidahasa
සහ	saha
ආගමික	agamika
නිදහස	nidahasa
සෑම	sema
තැනැත්තකුටම	thenetthekutama
තමන්	thaman
අභිමත	abhimatha
ආගමක්	agamak
ඇදහීමේ	edahime
හෝ	ho
වැළද	velanda
ගැනීමේ	genime
නිදහසද	nidahasada
ලබ්ධියක්	labdhiyak
හෝ	ho
විශ්වාසයක්	vishwasayak
දැරීමේ	derime
හෝ	ho
පිළිගැනීමේ	piligenime
නිදහසද	nidahasada
ඇතුළුව	ethuluwa
සිතීමේ	sithime
නිදහසට,හෘදය	nidahasata, hardaya
සාක්‍ෂියේ	sakshiye
නිදහසට	nidahasata
සහ	saha
ආගමික	agamika
නිදහසට	nidahasata
හිමිකම්	himikam
ඇත්තේය	eththeya
</s>	</s>
එම	ema
සිලින්ඩරය	cyllindaraya
ඉන්ධන	indhana
දහනය	dahanaya
වන	wana
දහන	dahana
කුටීරය	kutiraya
ලෙසද	lesada
කි‍්‍රයාකරයි	kriya karayi
</s>	</s>
විදුහලෙහිදී	viduhalehidi
ජයා	jayaa
විසින්	visin
ප්‍රධාන	pradhana
වශයෙන්	vashayen
උගැන්වුනේ	ugenwune
ඉහිහාසය	ithihasaya
සහ	saha
සම්භාව්‍ය	sambhawya
අධ්‍යයනයයි	adhyanayayi
</s>	</s>
නින්දෙන්	ninden
ඇවිදීම	ewidima
පැවතීම	pewathima
තත්පර	thathpara
30 ක්	30k
පමණ	pamana
සුළු	sulu
කාලයක්	kalayak
හෝ	ho
විනාඩි	winadi
30 ක්	30k
පමණ	pamana
දිගු	digu
කාලයක්	kalayak
විය	wiya
හැක	heka
</s>	</s>
එයින්	eyin
වඩාත්	wadath
ප්‍රචලිත	prachalitha
මත	matha
ද්විත්වය	dvithwaya
මෙහි	mehi
සඳහන්	sandahan
කරනවා	karanawa
</s>	</s>
මෙය	meya
බන්ධුතා	bandhutha
දක්වන	dakwana
ජීවී	jeewi
විශේෂ	vishesha
අතර	athara
සමප්‍රභවතාවයට	samaprabhavathavayata
සාක්ෂියකි	sakshiyaki
</s>	</s>
වාල්මිකී	valmiki
විසින්	visin
රචිත	rachitha
රාමායණයේ	ramayanaye
කියැවෙන	kiyewena
රාම	rama
-	-
රාවණා	ravana
කතා	katha
පුවතත්	puwathath
සමග	samaga
මෙම	mema
අලංකාර	alankara
දිය	diya
ඇල්ලත්	ellath
සම්බන්ධතාවයක්	sambandhathawak
පවතී	pawathi
</s>	</s>
තීනමිද්ධ	thinamiddha
උද්ධච්ඡ	uddhachcha
කුක්කුච්ඡ	kukkuchcha
ද	da
ඉහත	ihatha
විස්තර	visthara
කරන	karana
ලදී	ladi
</s>	</s>
කැලෑ	kele
නාගයා	nagaya
විෂ	visha
විදීමක්	vidimak
හෝ	ho
පිට	pita
කිරීමක්	kirimak
සිදු	sidu
නොකරයි	nokarayi
</s>	</s>
මොවුන්ගේ	movunge
සාම්ප්‍රදායික	sampradayika
ඇඳුම	enduma
බෝරිච්චි	borichchi
අත්	ath
හැට්ටය	hettaya
සමග	samaga
ඔසරිය	osariya
වේ	we
</s>	</s>
පරයාගේඇඳුම:තරමක්	parayage enduma: tharamak
රළු	ralu
දිග	diga
කළු	kalu
කලිසමක්	kalisamak
කළු	kalu
කබායක්	kabayak
හැඳ	henda
මුහුණට	muhunata
පුවක්කොල වලින්	puwak kolawalin
සැකසූ	sekasu
වෙස්	ves
මුහුණක්	muhunak
පැළැඳ	pelenda
සමහර	samahara
අවස්ථා වල	avasthawala
දී	di
රෙදි	redi
පොට්ටනියක්	pottaniyak
ද	da
කර	kara
ලාගෙන	la gena
සිටී	siti
</s>	</s>
බන්දිනී	bandini
අතිශයින්	athishayin
විස්මයට	vismayata
පත්වන්නේ	path wanne
ඇය	eya
මෙතරම්	metharam
ප්‍රිය	priya
කරන	karana
තරුණයා	tharunaya
ඇයට	eyata
විවාහ	vivaha
යෝජනාවක්	yojanawak
රැගෙන	regena
ඒමත්	emath
සමගයි	samagayi
</s>	</s>
වැනි	veni
සමහරක්	samaharak
බහු	bahu
පදවලට	padawalata
තාත්වික	thathwika
මුල	mula
නොමැත	nometha
</s>	</s>
රාජ්‍ය	rajya
නායක	nayaka
සමුළුව	samuluwa
පැවැත්විය	pewethwiya
යුතු	yuthu
රට	rata
තීරණය	thiranaya
වන්නේ	wanne
ඒ	e
රටේ	rate
නාමය	namaya
ඉංග‍්‍රීසි	ingrisi
අකාරාදී	akaradi
පිළිවෙලට	piliwelata
අනුව	anuwa
ගලපා	galapa
ගත්කල්හි	gath kalhi
වුවද	vuvada
රාජ්‍යන්හි	rajyanhi
කැමැත්ත	kemettha
අනුව	anuwa
සමුළුවාර	samuluwara
වෙනස්කර	venas kara
ගත්	gath
අවස්ථා වෙයි	avastha
</s>	</s>
පසුව	pasuwa
නැවත්	newatha
වරක්	varak
ෆ්‍රැන්කුයිස්	francuis
කැරන්	caran
යටතේ	yatathe
අණලද	ana lada
ලන්දේසී	landesi
හමුදා	hamuda
විසින්	visin
බලකොටුව	balakotuwa
1644	1644
වර්ෂයේ	varshaye
ජනවාරියේදී	janavariyedi
අල්ලා	alla
ගන්නා	ganna
තුරු	thuru
බලකොටුව	balakotuwa
ශක්තිමත්	shakthimath
කොට	kota
ආරක්ෂා	araksha
කර	kara
තබා	thaba
ගැනුමට	genumata
පෘතුගීසීන්	pruthugisin
සමත්	samath
විය	viya
</s>	</s>
එවිට	ewita
ක්ෂුද්‍ර	kshudra
ජීවි	jivi
සෛල	saila
වෙන්	ven
කර	kara
ගත	gatha
හැක	heka
</s>	</s>
වර්තමානයේදී	varthamanayedi
දේශීය	deshiya
ගම්මාන වාසී	gammanavasi
මුහුදු	muhudu
දේවතාවියක්	devathaviyak
වන්දනාමාන	vandanamana
කළහ	kalaha
</s>	</s>
පාසැල්	pasel
ගුරුවරුන්ගේ	guruwarunge
අයිතිවාසිකම්	ayithiwasikam
උදෙසාද	udesada
ජයා	jaya
සටන්	satan
කලේය	kaleya
</s>	</s>
18	18
වන	vana
සියවසේදි	siyawasedi
එල්ඩන්	eldon
පැවසු	pewasu
ආකරයට	akarayata
යේසුතුමාගේ	yesusthumage
මා	ha
විශේෂනේම	visheshayenma
ශාන්ත	shantha
පොල්වරයාගේ	paulwarayage
ප්‍රධාන	pradhana
අරමුණ	aramuna
වුයේ යුදෙව්වන්	wuyeyudewwan
නොවන	nowana
සියළු	siyalu
කිතු	kithu
භාක්තිකයින්	bhakthikayin
නොආහිඩ්	noahid
නිතියට	nithiyata
පිවර්ථනය	pariwarthanaya
කිරිම	kirama
හා	ha
සියළු	siyalu
යුදව්ව	yudev
භක්තිකයින්	bhakthikayin
මෝසස්	mosess
නිතිය	nithiya
අනුගමනය	anugamanaya
කරන	karana
පුද්ගලයන්	pudgalayin
බව	bawata
පෙරළිමයි	peralimayi
</s>	</s>
සම්භාව්‍ය	sambhavya
කථක්	kathahk
නර්තන	narthana
ශිල්පියකු	shilpiyaku
වන	vana
පණ්ඩිත්	pandith
බිර්ජු	birju
මහාරාජ්	maharaj
විසින්	visin
පදුකෝන්	padukon
වෙනුවෙන්	venuwen
කථක්	kathahk
ගීතයක්	geethayak
නිර්මාණය	nirmanayaa
කොට	kota
තිබේ	thibe
</s>	</s>
සිංහල	sinhala
ජාතිකයින්ගේ	jathikayange
සාම්ප්‍රදායික	sampradayika
කෙළි	keli
හෙවත්	hewath
ක්‍රීඩා	krida
සිංහල	sinhala
ක්‍රීඩා	krida
නම්වේ	nam we
</s>	</s>
230	230
තාරකා	tharaka
විද්‍යාත්මක	vidyathmaka
උපකරණයක්	upakaranayak
සහ	saha
ඔරලෝසුවක්	oralosuwak
කොරියා	korea
විශ්වවිද්‍යාලය	vishwa vidyalaya
සෝල්	seoul
</s>	</s>
රයිනා	raini
ෂර්මා	sharma
ක්‍රිස්ටල්	christal
ඩි	de
සූසා	susa
යනු	yanu
ප්‍රේමණීය	premaniya
ආශාවන්ගෙන්	ashawangen
පිරි	piri
තැන්පත්	thenpath
සහ	saha
ශෝභන	shobhana
තරුණ	tharuna
යුවතියකි	yuwathiyaki
</s>	</s>
අතීතයේ	athithaye
ඔසිරිස්	osyris
යනු	yanu
පෘථිවි	pruthivi
දේවතාවා	devathawa
වන	vana
ගෙබ්ගේ	gebge
වැඩිමහල්ම	vedimalma
පුත්‍රයා	puthraya
ලෙස	lesa
සැලකිණි	selakini
</s>	</s>
ලෝහමය	lohamaya
ඉදිකිරීම්	idi kirim
ප්‍රතිමා	prathima
නටඹුන්	natabun
වැනි	veni
දෑ	de
විනාශ	vinasha
වීම	vima
</s>	</s>
එතකොට	ethakota
අවිද්යාව	avidyawa
දුරුවුනහම	duru vunahama
සිත	sitha
අවිද්යාවෙන්	avidyawen
නිදහස්	nidahas
වෙනව	wenawa
</s>	</s>
ගඟ බඩ	gangabada
පත්තුව	patthuwa
ඉද්දගොඩ	iddagoda
පත්තුව	patthuwa
මහපත්තුව	maha patthuwa
සහ	saha
වලල්ලාවිටි	walallaviti
පත්තුව	pathuwa
යනුවෙන්	yanuwen
පත්තු	patthu
හතරකට	hatharakata
පස්	pas
යොදුන්	yodun
කෝරළය	koralaya
වෙන්	ven
කර	kara
ඇත	etha
</s>	</s>
එබැවින්	ebawin
ප්‍රමාණය	pramanaya
ඉක්මවා	ikmawa
කාමරංගා	kamaranga
ආහාරයට	aharayata
ගැනීම	genima
ඉතා	itha
අහිතකරය	ahithakaraya
</s>	</s>
මෙම	mema
ක්‍රියා	kriya
විභවය	vibhavaya
සර්පිල	sarpil
ගැංග්ලියම	gangliyama
ඔස්සේ	osse
සම්ප්‍රේෂණය	sampreshanaya
වී	vi
ශ්‍රවණ	shravana
තොරතුරු	thorathuru
ශ්‍රවණ	shravana
ස්නායුව	snayuwa
ඔස්සේ	osse
මොළයේ	molaye
ශංඛක	shankhaka
ඛණ්ඩිකාව	khandikava
වෙත	vetha
ගමන්	gaman
කරයි	karayi
</s>	</s>
මෙය	meya
2005	2005
වසරේ	vasare
වැඩිම	vedima
කාලයක්	kalayak
පැවති	pewathi
කුණාටුවයි	kunatuwayi
</s>	</s>
මධ්‍යවණ්ටනය	madhyavantanaya
පිහිටයේ	pihitiye
උරස	urasa
තුළ	thula
වන	vana
අතර	athara
ප්ලූරා	plura
මගින්	magin
එහි	ehi
වම්	vam
සහ	saha
දකුණු	dakuna
පෙදෙස්	pedes
ඇසිරී	esiri
ඇත	etha
</s>	</s>
නමුත්	namuth
එම	ema
චරිතය	charithaya
රංගනයට	ranganayata
ඇයට	eyata
අවස්ථාව	awashathawa
ලැබුණේ	lebune
නැත	netha
</s>	</s>
විෂය	vishaya
සමගාමී	samagami
විෂය	vishaya
මාලාවට	malawata
කාලීනව	kalinawa
වැදගත්	vedagath
වන	vana
විෂයන්	vishayan
හඳුන්වා	handunwa
දීම	dima
</s>	</s>
එය	eya
දුෂ්කර	dushkara
කටයුත්තක්	katayutthak
නොවී	novi
ය	ya
</s>	</s>
132	132
ජිංබිරොක්	jingbirock
යු	yu
සොංර්යොංගේ	songryongge
යුධ	yudha
මතක	mathaka
සටහන්	satahan
අන්දොං	andong
</s>	</s>
විශේෂයෙන්ම	visheshayenma
කල්පිටිය	kalpitiya
හලාවත	halawatha
මුන්නේෂ්වරම්	munneshwaram
කම්මල	kammala
මාදම්පේ	madampe
මාරවිල	marawila
කටුනේරිය	katuneriya
ඇටියාවල	atiyawala
මාකඳුර	makandura
හා	ha
මැටියන්ගහ	metiyangaha
යන	yana
ප්‍රදේශවලට	pradeshawalata
එතුමන්ගේ	ethumannge
සේවය	sewaya
වඩාත්	vadath
ඵලදායි	phaladayi
විය	wiya
</s>	</s>
එසේම	esema
දිනපතා	dinapatha
දිවෙන	diwena
නගරාන්තර	nagaranthara
සීඝ්‍රගාමි	sighragami
දුම්රියක්	dumriya
සියල්ලක්ම	siyallakma
පාහේ	pahe
මෙම	mema
ස්ථානයේ	sthanaye
නවතන	nawathana
බැවින්	bewin
මෙන්ම	menma
දිනපතා	dinapatha
රාජකාරින්	rajakarin
සදහා	sandaha
ගමන්	gaman
ගන්නා	ganna
මගින්ගෙන්	magingen
කතෝලික	katholika
බැතිමතුන් ගේ	bethimathunge
පැමීණිම	peminima
මෙන්ම	menma
රෝහල	rohala
කරා	kara
පැමිනෙන	peminena
මගින්	magin
ඇතුලත්ව	ethulathwa
මෙම	mema
දුම්රිය	dumriya
ස්ථානය	sthanaya
ඉතාමත්	ithamath
කාර්්‍ය	karya
බහුල	bahula
දුම්රිය	dumriya
ස්ථානයක්	sthanayak
වශයෙන්	vashayen
හදුන්වා	handunwa
දිය	diya
හැක	heka
</s>	</s>
මේ	me
අතර	athara
ඇය	eya
සහ	saha
ඇගේ	age
මිතුරියන්	mithuriyan
ඔහුගෙන්	ohugen
වාසි	vasi
ලබාගන්නේ	labaganne
සිය	siya
මුදල්	mudal
අවශ්‍යතා	avashyatha
ඔහු	ohu
ලවා	lawa
සපුරා	sapura
ගැනීමෙනි. ‍	genimeni
</s>	</s>
දීප්තතාවයන්ගේ	dipthathawayange
වෙනස්කම්	venaskam
හේතුවෙන්	hethuven
ඇතිවන්නාවූ	ethi wanna vu
බලපෑම්	balapem
හේතුවෙන්	hethuwen
වර්ණ	varna
සංජානනයේදී	sanjananayedi
සිදුවන	siduwana
බලපෑම	balapema
අකෘතිගත	akruthigatha
කිරීම	kirima
සඳහා	sandaha
තනි	thani
උපකරණයක්	upakaranayak
නිර්මාණය	nirmanaya
කිරීමට	kirimata
ඡායාරූපමය	chayarupamaya
රූපයේ	rupaye
පෙනෙන	penena
ආකාරය	akaraya
පරිගණකයක	pariganakayaka
ප‍්‍රතිනිර්මාණය	prathinirmanaya
කිරීම	kirima
වර්තමාන	varthamana
වර්ණ	varna
විද්‍යාඥයෝ	vidyagnayo
උත්සාහ	uthsaha
දරති	darathi
</s>	</s>
වවුලන්ගෙ	vavulange
වගේ	wage
මුල්	mul
මීසෝසොයික	mesozoika
නිදර්ශක වල	nidarshakawala
සිට	sita
පසුව	pasuwa
ක්‍රිටසියස්	cretaceous
නිදර්ශක	nidarshaka
දක්වා	dakwa
අධ්‍යනය	adhyayanaya
කරද්දි	kara
බලන්න	balanna
පුළුවන්	puluwan
මුල්	mul
කාලීනව	kalinawa
දත්	dath
පිහිටි	pihiti
මුඛයන්	mukhayan
සහ	saha
දිගු	digu
වල්ගා	walga
පිහිටියත්	pihitiyath
ක්‍රිටසියස්	cretaceous
අවධිය	awadhiya
වෙනකොට	venakota
දත්	dath
අවම	awama
වෙලා	vela
වල්ගා	valga
ක්ශීනව	kshinawa
යනවා	yanawa
</s>	</s>
ඔහු	ohu
විසූ	visu
ඉඩමේ	idame
හතලිස්	hathalis
අටෙන්	aten
පංගුවක්	panguwak
තවමත්	thawamath
ඔහු	ohu
නමට	namata
ඇත	etha
</s>	</s>
ඒ	e
එවකට	ewakata
සිටි	siti
විදුහල්පති	viduhalpathi
ජී	g
</s>	</s>
රෑපයක්	rupayak
</s>	</s>
එකම	ekama
පුද්ගලයෙක්	pudgalayek
බොහෝ	boho
විට	wita
එකකට	ekakata
වඩා	wada
වැඩි	vedi
කාර්යභාරයක්	karyabharayak
පිරවීම	pirawima
සඳහා	sandaha
සුදුසුකම්	sudusukam
අතර	athara
බොහෝ	boho
විට	vita
කරන්නේ	karanne
</s>	</s>
සම්ප්රේෂිත	sampreshitha
මාර්ග	marga
සිද්ධාන්තය	siddhanthaya
පිළිබඳ	pilibanda
හොඳින්	hondin
දන්නා	danna
පරිදි	paridi
කෙටි	keti
පරිපථය	paripathaya
අදියරෙන්	adiyaren
අංශක	anshaka
180 ක	180ka
පමණ	pamana
අංශකයක්	anshakayak
මඟින්	magin
පිළිබිඹු	pilimbibu
වේ	we
</s>	</s>
විමර්ශන වලදී	vimarshanawaladi
හා	ha
වාර්තාකරණයේ	varthakaranaye
දී	di
පත්‍රකලාවේදීන්	pathra kalawedin
පිළිපැදිය	pilipediya
යුතු	yuthu
පත්‍රකලාවේදී	pathra kalawedi
සම්මතයන්	sammathayan
ඇත	etha
</s>	</s>
වඩා	vada
පුළුල්ව	pululwa
අර්ථ	artha
දක්වන	dakwana
ලද	lada
විට	vita
මෙම	mema
වදන	vadana
පුරා	pura
විද්‍යාවට	vidyawata
ව්‍යවහාර	vyavahara
වන	wana
ඕනෑම	onema
භූ	bhu
භෞතික	bhauthika
තාක්ෂණික	thakshanika
ක්‍රමයක්	kramayak
හැදින් වීමට	hendiwimata
යොදා	yoda
ගත	gatha
හැක	heka
</s>	</s>
මේ	me
පුද්ගලතෙමේ	pudgala theme
අනුශාසනාව	anushasanawa
යම්සේද	yam seda
එසේ	ese
පිළිපැදීමෙන්	pilipedimen
ත්‍රිවිධ	thrividha
සංයෝජනයන්ගේ	sanyojanayange
සක්කාය	sakkaya
දෘෂ්ඨි	drushtih
විචිකිව්වා	vichikichcha
ශීල	shila
වෘත	vrutha
පරාමාස	paramasa
යන	yana
රැහැන්	rehen
තුන	thuna
නැති	nethi
කිරීමෙන්	kirimen
සෝවාන්	sowan
වූයේ	vuye
මේ	me
පුද්ගලතෙමේ	pudgala theme
අනුශාසනාව	anushasanawa
යම්සේද	yam seda
එසේ	ese
පිළිපැදීමෙන්	pilipedimen
ත්‍රිවිධ	thrividha
සංයෝජනයන්ගේ	sanyojanayange
නැති	nethi
කිරීමෙන්	kirimen
රාග	raga
ද්වේශ	dvesha
මෝහයන්ගේ	mohayange
තුනී	thuni
කිරීමෙන්	kirimen
සකෘදාගාමී	sakrudagami
වන්නේය	vanneya
</s>	</s>
සැ.යු	se.yu
සංස්කරණය	sanskaranaya
කෙරෙමින්	keremin
පවතී	pawathi
</s>	</s>
අමෙන්හොටෙප්	amenhotep
මෙම	mema
පළමු	palamu
ආක්‍රමණය	akramanaya
අමාඩාහි	amadahi
ශිලා	shila
ස්තම්භයක	sthambhayaka
